cty,top_industry,industry_naics_code,top_industry_employment
48263,Other services (except public administration),81,0
48265,Health care & social assistance,62,4065
48267,Manufacturing,31,265
48271,Retail Trade,44,45
48273,Retail Trade,44,1344
48275,Health care & social assistance,62,211
48277,Manufacturing,31,4420
48279,Health care & social assistance,62,563
48281,Construction,23,839
48283,Mining,21,226
48285,Manufacturing,31,2321
48287,Retail Trade,44,685
48289,Retail Trade,44,590
48291,Retail Trade,44,2689
48293,Health care & social assistance,62,1073
48295,Retail Trade,44,73
48297,Retail Trade,44,391
48299,Health care & social assistance,62,634
48301,Unclassified,99,0
48303,Health care & social assistance,62,16974
48305,Health care & social assistance,62,181
48307,Retail Trade,44,491
48309,Manufacturing,31,14270
48311,Retail Trade,44,7
48313,Retail Trade,44,523
48315,Retail Trade,44,270
48317,Health care & social assistance,62,164
48319,Retail Trade,44,97
48321,Retail Trade,44,1479
48323,Retail Trade,44,1935
48325,Retail Trade,44,1113
48327,Retail Trade,44,67
48329,Mining,21,8392
48331,Manufacturing,31,1860
48333,Health care & social assistance,62,265
48335,Health care & social assistance,62,337
48337,Health care & social assistance,62,702
48339,Retail Trade,44,14939
48341,Manufacturing,31,3333
48343,Manufacturing,31,2229
48345,Retail Trade,44,28
48347,Manufacturing,31,4156
48349,Manufacturing,31,2994
48351,Retail Trade,44,160
48353,Manufacturing,31,892
48355,Health care & social assistance,62,22104
48357,Retail Trade,44,413
48359,Retail Trade,44,58
48361,Manufacturing,31,5209
48363,Manufacturing,31,1496
48365,Manufacturing,31,1078
48367,Retail Trade,44,3602
48369,Retail Trade,44,248
48371,Retail Trade,44,531
48373,Retail Trade,44,1739
48375,Health care & social assistance,62,11745
48377,Retail Trade,44,184
48379,Retail Trade,44,178
48381,Retail Trade,44,4514
48383,Mining,21,362
48385,Health care & social assistance,62,67
48387,Manufacturing,31,868
48389,Retail Trade,44,575
48391,Retail Trade,44,222
48393,Retail Trade,44,25
48395,Retail Trade,44,375
48397,Retail Trade,44,2390
48399,Manufacturing,31,1240
48401,Retail Trade,44,1274
48403,Retail Trade,44,389
48405,Health care & social assistance,62,311
48407,Retail Trade,44,227
48409,Retail Trade,44,2138
48411,Retail Trade,44,292
48413,Mining,21,212
48415,Retail Trade,44,724
48417,Mining,21,191
48419,Manufacturing,31,2061
48421,Retail Trade,44,65
48423,Health care & social assistance,62,14203
48425,Administrative & support & waste management & remediation serv,56,690
48427,Health care & social assistance,62,2312
48429,Manufacturing,31,448
48431,Retail Trade,44,34
48433,Health care & social assistance,62,129
48435,Mining,21,219
48437,Retail Trade,44,248
48439,Manufacturing,31,86716
48441,Health care & social assistance,62,10033
48443,Retail Trade,44,21
48445,Retail Trade,44,422
48447,Mining,21,120
48449,Manufacturing,31,4467
48451,Health care & social assistance,62,6140
48453,Manufacturing,31,57133
48455,Retail Trade,44,325
48457,Retail Trade,44,548
48459,Retail Trade,44,817
48461,Mining,21,180
48463,Health care & social assistance,62,1242
48465,Health care & social assistance,62,2204
48467,Retail Trade,44,1456
48469,Health care & social assistance,62,5651
48471,Retail Trade,44,2135
48473,Manufacturing,31,1726
48475,Mining,21,470
48477,Manufacturing,31,2897
48479,Transportation & Warehousing,48,11702
48481,Manufacturing,31,2194
48483,Health care & social assistance,62,374
48485,Health care & social assistance,62,9984
48487,Manufacturing,31,991
48489,Retail Trade,44,364
48491,Retail Trade,44,12295
48493,Health care & social assistance,62,879
48495,Mining,21,241
48497,Retail Trade,44,1803
48499,Retail Trade,44,1315
48501,Mining,21,500
48503,Health care & social assistance,62,834
48505,Mining,21,334
48507,Health care & social assistance,62,1437
48999,Administrative & support & waste management & remediation serv,56,29587
49001,Accommodation & foodservices,72,340
49003,Manufacturing,31,8242
49005,Manufacturing,31,9907
49007,Retail Trade,44,1194
49009,Accommodation & foodservices,72,64
49011,Retail Trade,44,11515
49013,Health care & social assistance,62,630
49015,Mining,21,798
49017,Accommodation & foodservices,72,468
49019,Accommodation & foodservices,72,1042
49021,Retail Trade,44,1736
49023,Accommodation & foodservices,72,306
49025,Retail Trade,44,390
49027,Retail Trade,44,572
49029,Construction,23,247
49031,Accommodation & foodservices,72,7
49033,Accommodation & foodservices,72,66
49035,Retail Trade,44,58061
49037,Retail Trade,44,317
49039,Manufacturing,31,888
49041,Retail Trade,44,1101
49043,Accommodation & foodservices,72,3642
49045,Retail Trade,44,1282
49047,Retail Trade,44,1354
49049,Administrative & support & waste management & remediation serv,56,21953
49051,Accommodation & foodservices,72,898
49053,Retail Trade,44,5870
49055,Retail Trade,44,103
49057,Manufacturing,31,13664
49999,Administrative & support & waste management & remediation serv,56,5470
50001,Manufacturing,31,2094
50003,Retail Trade,44,3436
50005,Manufacturing,31,2081
50007,Manufacturing,31,19358
50009,Manufacturing,31,1003
50011,Manufacturing,31,2976
50013,Retail Trade,44,140
50015,Accommodation & foodservices,72,3656
50017,Health care & social assistance,62,1338
50019,Manufacturing,31,1662
50021,Manufacturing,31,4569
50023,Retail Trade,44,4049
50025,Accommodation & foodservices,72,3534
50027,Health care & social assistance,62,3061
50999,Administrative & support & waste management & remediation serv,56,0
51001,Manufacturing,31,3263
51003,Retail Trade,44,4114
51005,Manufacturing,31,660
51007,Construction,23,359
51009,Manufacturing,31,1832
51011,Manufacturing,31,1044
51013,"Professional, scientific, & technical services",54,27296
51015,Manufacturing,31,4910
51017,Health care & social assistance,62,119
51019,Manufacturing,31,2505
51021,Manufacturing,31,558
51023,Construction,23,1632
51025,Manufacturing,31,550
51027,Mining,21,1796
51029,Health care & social assistance,62,343
51031,Manufacturing,31,3013
51033,Retail Trade,44,714
51035,Manufacturing,31,1486
51036,Transportation & Warehousing,48,369
51037,Manufacturing,31,1021
51041,Retail Trade,44,15536
51043,Manufacturing,31,1186
51045,Accommodation & foodservices,72,68
51047,Retail Trade,44,1916
51049,Retail Trade,44,231
51051,Retail Trade,44,429
51053,Manufacturing,31,571
51057,Manufacturing,31,889
51059,"Professional, scientific, & technical services",54,136601
51061,Retail Trade,44,2377
51063,Retail Trade,44,302
51065,Construction,23,417
51067,Manufacturing,31,3839
51069,Manufacturing,31,4597
51071,Manufacturing,31,1765
51073,Retail Trade,44,1498
51075,Construction,23,790
51077,Manufacturing,31,616
51079,Retail Trade,44,371
51081,Manufacturing,31,779
51083,Manufacturing,31,4575
51085,Construction,23,5343
51087,Finance & insurance,52,31219
51089,Manufacturing,31,5882
51091,Information,51,131
51093,Manufacturing,31,4644
51095,Accommodation & foodservices,72,2797
51097,Manufacturing,31,220
51099,"Professional, scientific, & technical services",54,1451
51101,Manufacturing,31,999
51103,Health care & social assistance,62,950
51105,Health care & social assistance,62,629
51107,Retail Trade,44,10520
51109,Manufacturing,31,711
51111,Manufacturing,31,621
51113,Retail Trade,44,705
51115,Retail Trade,44,252
51117,Manufacturing,31,3870
51119,Retail Trade,44,406
51121,Manufacturing,31,5390
51125,Accommodation & foodservices,72,600
51127,Construction,23,474
51131,Health care & social assistance,62,879
51133,Retail Trade,44,338
51135,Health care & social assistance,62,804
51137,Manufacturing,31,2465
51139,Manufacturing,31,2528
51141,Manufacturing,31,2198
51143,Manufacturing,31,4236
51145,Administrative & support & waste management & remediation serv,56,2105
51147,Health care & social assistance,62,1963
51149,Retail Trade,44,743
51153,Retail Trade,44,13961
51155,Manufacturing,31,5936
51157,Retail Trade,44,235
51159,Retail Trade,44,415
51161,Management of companies & enterprises,55,2881
51163,Manufacturing,31,2105
51165,Manufacturing,31,9968
51167,Manufacturing,31,1763
51169,Retail Trade,44,889
51171,Manufacturing,31,5001
51173,Manufacturing,31,4901
51175,Manufacturing,31,2334
51177,Retail Trade,44,3672
51179,Finance & insurance,52,4487
51181,Manufacturing,31,152
51183,Manufacturing,31,908
51185,Retail Trade,44,3042
51187,Retail Trade,44,1300
51191,Retail Trade,44,2477
51193,Manufacturing,31,529
51195,Mining,21,2161
51197,Retail Trade,44,1904
51199,Retail Trade,44,2336
51510,"Professional, scientific, & technical services",54,15463
51515,Manufacturing,31,1840
51520,Manufacturing,31,6086
51530,Manufacturing,31,1025
51540,Health care & social assistance,62,9408
51550,Retail Trade,44,13134
51560,Retail Trade,44,326
51570,Retail Trade,44,3842
51580,Manufacturing,31,2523
51590,Manufacturing,31,8993
51595,Manufacturing,31,1109
51600,"Professional, scientific, & technical services",54,8757
51610,Health care & social assistance,62,5669
51620,Health care & social assistance,62,781
51630,Retail Trade,44,5569
51640,Manufacturing,31,3851
51650,Retail Trade,44,8162
51660,Retail Trade,44,5041
51670,Manufacturing,31,2576
51678,Accommodation & foodservices,72,1064
51680,Manufacturing,31,13827
51683,Construction,23,4453
51685,Construction,23,1717
51690,Manufacturing,31,5812
51700,Manufacturing,31,21811
51710,Health care & social assistance,62,17298
51720,Health care & social assistance,62,1237
51730,Manufacturing,31,2981
51735,Retail Trade,44,315
51740,Health care & social assistance,62,6327
51750,Manufacturing,31,2215
51760,Health care & social assistance,62,25328
51770,Retail Trade,44,13260
51775,Health care & social assistance,62,5133
51790,Retail Trade,44,2268
51800,Retail Trade,44,2937
51810,Retail Trade,44,23459
51820,Manufacturing,31,3279
51830,Accommodation & foodservices,72,4267
51840,Manufacturing,31,6492
51999,Mining,21,280
53001,Manufacturing,31,1294
53003,Health care & social assistance,62,853
53005,Administrative & support & waste management & remediation serv,56,8204
53007,Health care & social assistance,62,4493
53009,Retail Trade,44,3258
53011,Manufacturing,31,16207
53013,Health care & social assistance,62,201
53015,Manufacturing,31,7962
53017,Retail Trade,44,1127
53019,Retail Trade,44,195
53021,Manufacturing,31,3538
53023,Wholesale trade,42,114
53025,Manufacturing,31,4294
53027,Manufacturing,31,3043
53029,Retail Trade,44,2423
53031,Health care & social assistance,62,1162
53033,Manufacturing,31,133536
53035,Retail Trade,44,11113
53037,Retail Trade,44,1559
53039,Manufacturing,31,1170
53041,Retail Trade,44,3612
53043,Health care & social assistance,62,412
53045,Retail Trade,44,1551
53047,Retail Trade,44,1504
53049,Accommodation & foodservices,72,896
53051,Manufacturing,31,348
53053,Health care & social assistance,62,34604
53055,Construction,23,787
53057,Retail Trade,44,7092
53059,Manufacturing,31,261
53061,Manufacturing,31,55627
53063,Health care & social assistance,62,28568
53065,Manufacturing,31,1673
53067,Health care & social assistance,62,9665
53069,"Agriculture, forestry, fishing, & hunting",11,167
53071,Health care & social assistance,62,3783
53073,Retail Trade,44,9841
53075,Retail Trade,44,1385
53077,Health care & social assistance,62,10574
53999,Administrative & support & waste management & remediation serv,56,550
54001,Health care & social assistance,62,515
54003,Health care & social assistance,62,4165
54005,Mining,21,2520
54007,Retail Trade,44,740
54009,Health care & social assistance,62,1883
54011,Health care & social assistance,62,10096
54013,Health care & social assistance,62,228
54015,Health care & social assistance,62,278
54017,Health care & social assistance,62,154
54019,Retail Trade,44,2203
54021,Manufacturing,31,173
54023,Manufacturing,31,922
54025,Health care & social assistance,62,2332
54027,Health care & social assistance,62,664
54029,Manufacturing,31,7354
54031,Manufacturing,31,3116
54033,Retail Trade,44,5013
54035,Manufacturing,31,2435
54037,Retail Trade,44,1844
54039,Health care & social assistance,62,15936
54041,Health care & social assistance,62,1118
54043,Health care & social assistance,62,416
54045,Retail Trade,44,2019
54047,Health care & social assistance,62,1020
54049,Health care & social assistance,62,2701
54051,Health care & social assistance,62,1397
54053,Health care & social assistance,62,1014
54055,Health care & social assistance,62,4711
54057,Manufacturing,31,1147
54059,Mining,21,1386
54061,Health care & social assistance,62,9082
54063,Retail Trade,44,178
54065,Health care & social assistance,62,484
54067,Health care & social assistance,62,1384
54069,Health care & social assistance,62,6915
54071,Health care & social assistance,62,307
54073,Manufacturing,31,562
54075,Accommodation & foodservices,72,1422
54077,Health care & social assistance,62,1033
54079,Retail Trade,44,1921
54081,Health care & social assistance,62,4822
54083,Health care & social assistance,62,1757
54085,Manufacturing,31,1387
54087,Retail Trade,44,605
54089,Health care & social assistance,62,450
54091,Health care & social assistance,62,698
54093,Accommodation & foodservices,72,382
54095,Manufacturing,31,901
54097,Health care & social assistance,62,1148
54099,Health care & social assistance,62,1474
54101,Mining,21,545
54103,Retail Trade,44,1106
54105,Other services (except public administration),81,48
54107,Manufacturing,31,7589
54109,Mining,21,967
54999,Mining,21,888
55001,Manufacturing,31,474
55003,Manufacturing,31,1661
55005,Manufacturing,31,5552
55007,Accommodation & foodservices,72,737
55009,Manufacturing,31,26624
55011,Accommodation & foodservices,72,410
55013,Manufacturing,31,983
55015,Manufacturing,31,5222
55017,Manufacturing,31,5457
55019,Manufacturing,31,3177
55021,Manufacturing,31,5043
55023,Manufacturing,31,1979
55025,Retail Trade,44,31371
55027,Manufacturing,31,12310
55029,Manufacturing,31,2523
55031,Retail Trade,44,2306
55033,Manufacturing,31,1996
55035,Retail Trade,44,8038
55037,Manufacturing,31,212
55039,Manufacturing,31,11589
55041,Manufacturing,31,372
55043,Manufacturing,31,3028
55045,Manufacturing,31,3128
55047,Manufacturing,31,1905
55049,Retail Trade,44,5343
55051,Retail Trade,44,368
55053,Manufacturing,31,855
55055,Manufacturing,31,11862
55057,Manufacturing,31,2719
55059,Manufacturing,31,11013
55061,Manufacturing,31,2401
55063,Health care & social assistance,62,11237
55065,Transportation & Warehousing,48,692
55067,Manufacturing,31,1651
55069,Manufacturing,31,3209
55071,Manufacturing,31,13129
55073,Manufacturing,31,17695
55075,Manufacturing,31,6413
55077,Manufacturing,31,1321
55078,Retail Trade,44,180
55079,Health care & social assistance,62,78313
55081,Manufacturing,31,4266
55083,Manufacturing,31,2903
55085,Retail Trade,44,3715
55087,Manufacturing,31,22095
55089,Manufacturing,31,12221
55091,Wholesale trade,42,349
55093,Retail Trade,44,1264
55095,Manufacturing,31,3868
55097,Manufacturing,31,5166
55099,Manufacturing,31,2563
55101,Manufacturing,31,18477
55103,Manufacturing,31,1450
55105,Manufacturing,31,15812
55107,Manufacturing,31,1890
55109,Manufacturing,31,5777
55111,Manufacturing,31,6667
55113,Retail Trade,44,829
55115,Manufacturing,31,2089
55117,Manufacturing,31,22964
55119,Manufacturing,31,3092
55121,Manufacturing,31,4770
55123,Health care & social assistance,62,1540
55125,Accommodation & foodservices,72,1314
55127,Manufacturing,31,10066
55129,Manufacturing,31,936
55131,Manufacturing,31,15401
55133,Manufacturing,31,47985
55135,Manufacturing,31,5852
55137,Manufacturing,31,877
55139,Manufacturing,31,26401
55141,Manufacturing,31,8923
55999,Wholesale trade,42,98
56001,Retail Trade,44,1959
56003,Mining,21,476
56005,Mining,21,4965
56007,Accommodation & foodservices,72,943
56009,Accommodation & foodservices,72,556
56011,Manufacturing,31,228
56013,Health care & social assistance,62,2023
56015,Health care & social assistance,62,749
56017,Health care & social assistance,62,411
56019,Accommodation & foodservices,72,326
56021,Retail Trade,44,5636
56023,Mining,21,846
56025,Retail Trade,44,4278
56027,Health care & social assistance,62,95
56029,Retail Trade,44,1844
56031,Retail Trade,44,358
56033,Health care & social assistance,62,2011
56035,Construction,23,275
56037,Mining,21,3202
56039,Accommodation & foodservices,72,3774
56041,Health care & social assistance,62,1374
56043,Health care & social assistance,62,727
56045,Health care & social assistance,62,254
56999,Mining,21,3252
