cty,industry,industry_naics_code,industry_employment
21145,"Agriculture, forestry, fishing, & hunting",11,0
21145,Utilities,22,0
21145,Construction,23,1569
21145,Manufacturing,31,3841
21145,Wholesale trade,42,2647
21145,Retail Trade,44,6526
21145,Transportation & Warehousing,48,2472
21145,Information,51,1200
21145,Finance & insurance,52,827
21145,Real estate & rental & leasing,53,494
21145,"Professional, scientific, & technical services",54,1238
21145,Management of companies & enterprises,55,212
21145,Administrative & support & waste management & remediation serv,56,1787
21145,Educational services,61,370
21145,Health care & social assistance,62,6018
21145,"Arts, entertainment, & recreation",71,337
21145,Accommodation & foodservices,72,3941
21145,Other services (except public administration),81,1549
21145,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,124
21145,Unclassified,99,0
21147,"Agriculture, forestry, fishing, & hunting",11,0
21147,Utilities,22,0
21147,Construction,23,0
21147,Manufacturing,31,452
21147,Wholesale trade,42,11
21147,Retail Trade,44,390
21147,Transportation & Warehousing,48,71
21147,Information,51,0
21147,Finance & insurance,52,93
21147,Real estate & rental & leasing,53,23
21147,"Professional, scientific, & technical services",54,47
21147,Management of companies & enterprises,55,0
21147,Administrative & support & waste management & remediation serv,56,0
21147,Educational services,61,17
21147,Health care & social assistance,62,302
21147,"Arts, entertainment, & recreation",71,23
21147,Accommodation & foodservices,72,187
21147,Other services (except public administration),81,51
21149,"Agriculture, forestry, fishing, & hunting",11,0
21149,Mining,21,0
21149,Utilities,22,0
21149,Construction,23,117
21149,Manufacturing,31,193
21149,Wholesale trade,42,180
21149,Retail Trade,44,254
21149,Transportation & Warehousing,48,0
21149,Finance & insurance,52,141
21149,Real estate & rental & leasing,53,10
21149,"Professional, scientific, & technical services",54,22
21149,Administrative & support & waste management & remediation serv,56,0
21149,Educational services,61,0
21149,Health care & social assistance,62,137
21149,"Arts, entertainment, & recreation",71,7
21149,Accommodation & foodservices,72,52
21149,Other services (except public administration),81,105
21149,Unclassified,99,0
21151,"Agriculture, forestry, fishing, & hunting",11,0
21151,Mining,21,0
21151,Utilities,22,86
21151,Construction,23,828
21151,Manufacturing,31,6128
21151,Wholesale trade,42,613
21151,Retail Trade,44,3904
21151,Transportation & Warehousing,48,181
21151,Information,51,517
21151,Finance & insurance,52,531
21151,Real estate & rental & leasing,53,174
21151,"Professional, scientific, & technical services",54,382
21151,Management of companies & enterprises,55,52
21151,Administrative & support & waste management & remediation serv,56,885
21151,Educational services,61,0
21151,Health care & social assistance,62,3314
21151,"Arts, entertainment, & recreation",71,129
21151,Accommodation & foodservices,72,3016
21151,Other services (except public administration),81,625
21151,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,359
21151,Unclassified,99,15
21153,"Agriculture, forestry, fishing, & hunting",11,50
21153,Mining,21,19
21153,Utilities,22,0
21153,Construction,23,148
21153,Manufacturing,31,0
21153,Wholesale trade,42,37
21153,Retail Trade,44,260
21153,Transportation & Warehousing,48,75
21153,Information,51,0
21153,Finance & insurance,52,61
21153,Real estate & rental & leasing,53,0
21153,"Professional, scientific, & technical services",54,93
21153,Administrative & support & waste management & remediation serv,56,0
21153,Educational services,61,0
21153,Health care & social assistance,62,342
21153,Accommodation & foodservices,72,177
21153,Other services (except public administration),81,62
21153,Unclassified,99,0
21155,"Agriculture, forestry, fishing, & hunting",11,0
21155,Mining,21,0
21155,Utilities,22,0
21155,Construction,23,171
21155,Manufacturing,31,2224
21155,Wholesale trade,42,82
21155,Retail Trade,44,627
21155,Transportation & Warehousing,48,11
21155,Information,51,0
21155,Finance & insurance,52,141
21155,Real estate & rental & leasing,53,18
21155,"Professional, scientific, & technical services",54,107
21155,Administrative & support & waste management & remediation serv,56,515
21155,Educational services,61,0
21155,Health care & social assistance,62,926
21155,"Arts, entertainment, & recreation",71,7
21155,Accommodation & foodservices,72,406
21155,Other services (except public administration),81,235
21155,Unclassified,99,0
21157,Utilities,22,0
21157,Construction,23,778
21157,Manufacturing,31,2535
21157,Wholesale trade,42,333
21157,Retail Trade,44,1224
21157,Transportation & Warehousing,48,179
21157,Information,51,168
21157,Finance & insurance,52,342
21157,Real estate & rental & leasing,53,120
21157,"Professional, scientific, & technical services",54,170
21157,Management of companies & enterprises,55,0
21157,Administrative & support & waste management & remediation serv,56,377
21157,Educational services,61,0
21157,Health care & social assistance,62,871
21157,"Arts, entertainment, & recreation",71,118
21157,Accommodation & foodservices,72,788
21157,Other services (except public administration),81,447
21157,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21157,Unclassified,99,11
21159,"Agriculture, forestry, fishing, & hunting",11,0
21159,Mining,21,713
21159,Construction,23,20
21159,Manufacturing,31,0
21159,Wholesale trade,42,46
21159,Retail Trade,44,385
21159,Transportation & Warehousing,48,102
21159,Information,51,7
21159,Finance & insurance,52,146
21159,Real estate & rental & leasing,53,8
21159,"Professional, scientific, & technical services",54,31
21159,Management of companies & enterprises,55,14
21159,Administrative & support & waste management & remediation serv,56,21
21159,Health care & social assistance,62,186
21159,"Arts, entertainment, & recreation",71,0
21159,Accommodation & foodservices,72,144
21159,Other services (except public administration),81,131
21161,"Agriculture, forestry, fishing, & hunting",11,0
21161,Utilities,22,0
21161,Construction,23,138
21161,Manufacturing,31,2621
21161,Wholesale trade,42,267
21161,Retail Trade,44,1389
21161,Transportation & Warehousing,48,0
21161,Information,51,214
21161,Finance & insurance,52,206
21161,Real estate & rental & leasing,53,78
21161,"Professional, scientific, & technical services",54,100
21161,Management of companies & enterprises,55,0
21161,Administrative & support & waste management & remediation serv,56,695
21161,Educational services,61,0
21161,Health care & social assistance,62,1089
21161,"Arts, entertainment, & recreation",71,148
21161,Accommodation & foodservices,72,633
21161,Other services (except public administration),81,270
21161,Unclassified,99,4
21163,"Agriculture, forestry, fishing, & hunting",11,0
21163,Mining,21,71
21163,Utilities,22,0
21163,Construction,23,189
21163,Manufacturing,31,0
21163,Wholesale trade,42,170
21163,Retail Trade,44,696
21163,Transportation & Warehousing,48,0
21163,Information,51,0
21163,Finance & insurance,52,216
21163,Real estate & rental & leasing,53,64
21163,"Professional, scientific, & technical services",54,56
21163,Administrative & support & waste management & remediation serv,56,23
21163,Educational services,61,0
21163,Health care & social assistance,62,218
21163,"Arts, entertainment, & recreation",71,20
21163,Accommodation & foodservices,72,386
21163,Other services (except public administration),81,173
21163,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21163,Unclassified,99,3
21165,Utilities,22,0
21165,Construction,23,19
21165,Manufacturing,31,234
21165,Retail Trade,44,94
21165,Transportation & Warehousing,48,9
21165,Information,51,0
21165,Finance & insurance,52,16
21165,Real estate & rental & leasing,53,0
21165,"Professional, scientific, & technical services",54,14
21165,Administrative & support & waste management & remediation serv,56,0
21165,Educational services,61,0
21165,Health care & social assistance,62,166
21165,Accommodation & foodservices,72,7
21165,Other services (except public administration),81,0
21167,"Agriculture, forestry, fishing, & hunting",11,0
21167,Mining,21,0
21167,Utilities,22,0
21167,Construction,23,297
21167,Manufacturing,31,2532
21167,Wholesale trade,42,167
21167,Retail Trade,44,693
21167,Transportation & Warehousing,48,32
21167,Information,51,53
21167,Finance & insurance,52,123
21167,Real estate & rental & leasing,53,0
21167,"Professional, scientific, & technical services",54,77
21167,Management of companies & enterprises,55,0
21167,Administrative & support & waste management & remediation serv,56,112
21167,Educational services,61,0
21167,Health care & social assistance,62,497
21167,"Arts, entertainment, & recreation",71,289
21167,Accommodation & foodservices,72,329
21167,Other services (except public administration),81,221
21167,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21167,Unclassified,99,0
21169,"Agriculture, forestry, fishing, & hunting",11,0
21169,Mining,21,13
21169,Utilities,22,0
21169,Construction,23,21
21169,Manufacturing,31,1687
21169,Wholesale trade,42,82
21169,Retail Trade,44,251
21169,Transportation & Warehousing,48,0
21169,Information,51,40
21169,Finance & insurance,52,67
21169,Real estate & rental & leasing,53,0
21169,"Professional, scientific, & technical services",54,13
21169,Management of companies & enterprises,55,0
21169,Administrative & support & waste management & remediation serv,56,0
21169,Health care & social assistance,62,0
21169,"Arts, entertainment, & recreation",71,0
21169,Accommodation & foodservices,72,111
21169,Other services (except public administration),81,25
21169,Unclassified,99,0
21171,Mining,21,0
21171,Utilities,22,0
21171,Construction,23,70
21171,Manufacturing,31,1064
21171,Wholesale trade,42,252
21171,Retail Trade,44,596
21171,Transportation & Warehousing,48,0
21171,Information,51,0
21171,Finance & insurance,52,85
21171,Real estate & rental & leasing,53,3
21171,"Professional, scientific, & technical services",54,0
21171,Management of companies & enterprises,55,0
21171,Administrative & support & waste management & remediation serv,56,0
21171,Educational services,61,0
21171,Health care & social assistance,62,453
21171,"Arts, entertainment, & recreation",71,0
21171,Accommodation & foodservices,72,152
21171,Other services (except public administration),81,52
21171,Unclassified,99,0
21173,Utilities,22,0
21173,Construction,23,552
21173,Manufacturing,31,2790
21173,Wholesale trade,42,272
21173,Retail Trade,44,1550
21173,Transportation & Warehousing,48,150
21173,Information,51,57
21173,Finance & insurance,52,229
21173,Real estate & rental & leasing,53,83
21173,"Professional, scientific, & technical services",54,178
21173,Management of companies & enterprises,55,0
21173,Administrative & support & waste management & remediation serv,56,108
21173,Educational services,61,0
21173,Health care & social assistance,62,919
21173,"Arts, entertainment, & recreation",71,38
21173,Accommodation & foodservices,72,715
21173,Other services (except public administration),81,209
21173,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,232
21173,Unclassified,99,0
21175,"Agriculture, forestry, fishing, & hunting",11,0
21175,Mining,21,0
21175,Utilities,22,0
21175,Construction,23,216
21175,Manufacturing,31,367
21175,Wholesale trade,42,26
21175,Retail Trade,44,387
21175,Transportation & Warehousing,48,0
21175,Information,51,152
21175,Finance & insurance,52,237
21175,Real estate & rental & leasing,53,0
21175,"Professional, scientific, & technical services",54,38
21175,Administrative & support & waste management & remediation serv,56,7
21175,Educational services,61,17
21175,Health care & social assistance,62,368
